param ncells := 162;
param :			 a		 lb		 ub		  c		 is_p		  :=
	1		16847261.84		8423630.92		25270892.76		20000		0
	2		4373279		2186639.5		6559918.5		5192		0
	3		1986129		993064.5		2979193.5		2358		0
	4		1808861		904430.5		2713291.5		2147		0
	5		578289		289144.5		867433.5		687		0
	6		3703896		1851948		5555844		4397		0
	7		124336		62168		186504		148		0
	8		526279		263139.5		789418.5		625		0
	9		2234995		1117497.5		3352492.5		2653		0
	10		818286		409143		1227429		971		0
	11		4576115.84		2288057.92		6864173.76		5432		0
	12		485326		242663		727989		576		0
	13		3664559.84		1832279.92		5496839.76		4350		0
	14		426230		213115		639345		506		0
	15		4193971		2096985.5		6290956.5		4979		0
	16		2752743		1376371.5		4129114.5		3268		0
	17		1441228		720614		2161842		1711		0
	18		0		0		0		1		0
	19		20		10		30		1		1
	20		5		2.5		17.5		1		1
	21		5		2.5		7.5		1		1
	22		0		0		0		0		0
	23		0		0		0		0		0
	24		15		7.5		22.5		1		1
	25		5		2.5		7.5		1		1
	26		0		0		0		0		0
	27		10		5		15		1		1
	28		0		0		0		0		0
	29		0		0		0		0		0
	30		0		0		0		0		0
	31		0		0		0		0		0
	32		0		0		0		0		0
	33		0		0		0		0		0
	34		0		0		0		0		0
	35		0		0		0		0		0
	36		0		0		0		0		0
	37		25		12.5		37.5		1		0
	38		5		2.5		7.5		1		1
	39		5		2.5		7.5		1		1
	40		0		0		0		0		0
	41		0		0		0		0		0
	42		5		2.5		7.5		1		1
	43		0		0		0		0		0
	44		0		0		0		0		0
	45		5		2.5		7.5		1		1
	46		0		0		0		0		0
	47		0		0		0		0		0
	48		0		0		0		0		0
	49		0		0		0		0		0
	50		0		0		0		0		0
	51		15		7.5		22.5		1		1
	52		15		7.5		22.5		1		1
	53		0		0		0		0		0
	54		0		0		0		0		0
	55		2711808		1355904		4067712		3219		0
	56		719049		359524.5		1078573.5		854		0
	57		398062		199031		597093		473		0
	58		223990		111995		335985		266		0
	59		96997		48498.5		145495.5		115		0
	60		642238		321119		963357		762		0
	61		36311		18155.5		54466.5		43		0
	62		93589		46794.5		140383.5		111		0
	63		345803		172901.5		518704.5		411		0
	64		166535		83267.5		249802.5		198		0
	65		648972		324486		973458		770		0
	66		63767		31883.5		95650.5		76		0
	67		537911		268955.5		806866.5		639		0
	68		47294		23647		70941		56		0
	69		701549		350774.5		1052323.5		833		0
	70		488613		244306.5		732919.5		580		0
	71		212936		106468		319404		253		0
	72		0		0		0		0		0
	73		2320534		1160267		3480801		2755		0
	74		659680		329840		989520		783		0
	75		348039		174019.5		522058.5		413		0
	76		221332		110666		331998		263		0
	77		90309		45154.5		135463.5		107		0
	78		515003		257501.5		772504.5		611		0
	79		32132		16066		48198		38		0
	80		94957		47478.5		142435.5		113		0
	81		251358		125679		377037		298		0
	82		136556		68278		204834		162		0
	83		543570		271785		815355		645		0
	84		75442		37721		113163		90		0
	85		430851		215425.5		646276.5		511		0
	86		37277		18638.5		55915.5		44		0
	87		602281		301140.5		903421.5		715		0
	88		392395		196197.5		588592.5		466		0
	89		209886		104943		314829		249		0
	90		0		0		0		0		0
	91		2505042.58		1252521.29		3757563.87		2974		0
	92		688962		344481		1033443		818		0
	93		354711		177355.5		532066.5		421		0
	94		241913		120956.5		362869.5		287		0
	95		92338		46169		138507		110		0
	96		534147		267073.5		801220.5		634		0
	97		25770		12885		38655		31		0
	98		110930		55465		166395		132		0
	99		251188		125594		376782		298		0
	100		146259		73129.5		219388.5		174		0
	101		663896.58		331948.29		995844.87		788		0
	102		87305		43652.5		130957.5		104		0
	103		515019.58		257509.79		772529.37		611		0
	104		61572		30786		92358		73		0
	105		618037		309018.5		927055.5		734		0
	106		363490		181745		545235		432		0
	107		254547		127273.5		381820.5		302		0
	108		0		0		0		0		0
	109		2799074.26		1399537.13		4198611.39		3323		0
	110		756529		378264.5		1134793.5		898		0
	111		418778		209389		628167		497		0
	112		258233		129116.5		387349.5		307		0
	113		79518		39759		119277		94		0
	114		620392		310196		930588		736		0
	115		18150		9075		27225		22		0
	116		81799		40899.5		122698.5		97		0
	117		303377		151688.5		455065.5		360		0
	118		217066		108533		325599		258		0
	119		775132.26		387566.13		1162698.39		920		0
	120		59953		29976.5		89929.5		71		0
	121		643762.26		321881.13		965643.39		764		0
	122		71417		35708.5		107125.5		85		0
	123		647021		323510.5		970531.5		768		0
	124		402925		201462.5		604387.5		478		0
	125		244096		122048		366144		290		0
	126		0		0		0		0		0
	127		6510758		3255379		9766137		7729		0
	128		1549049		774524.5		2323573.5		1839		0
	129		466529		233264.5		699793.5		554		0
	130		863393		431696.5		1295089.5		1025		0
	131		219127		109563.5		328690.5		260		0
	132		1392096		696048		2088144		1653		0
	133		11968		5984		17952		14		1
	134		145004		72502		217506		172		0
	135		1083254		541627		1624881		1286		0
	136		151870		75935		227805		180		0
	137		1944545		972272.5		2916817.5		2308		0
	138		198859		99429.5		298288.5		236		0
	139		1537016		768508		2305524		1825		0
	140		208670		104335		313005		248		0
	141		1625068		812534		2437602		1929		0
	142		1105305		552652.5		1657957.5		1312		0
	143		519763		259881.5		779644.5		617		0
	144		0		0		0		0		0
	145		0		0		0		0		0
	146		0		0		0		0		0
	147		0		0		0		0		0
	148		0		0		0		0		0
	149		0		0		0		0		0
	150		0		0		0		0		0
	151		0		0		0		0		0
	152		0		0		0		0		0
	153		0		0		0		0		0
	154		0		0		0		0		0
	155		0		0		0		0		0
	156		0		0		0		0		0
	157		0		0		0		0		0
	158		0		0		0		0		0
	159		0		0		0		0		0
	160		0		0		0		0		0
	161		0		0		0		0		0
	162		0		0		0		0		0
;
param npcells := 13;
param:			 p 		 plpl 		 pupl :=
	1		19		6		6
	2		20		1.67		1.67
	3		21		1.67		1.67
	4		24		5		5
	5		25		1.67		1.67
	6		27		3.33		3.33
	7		38		1.67		1.67
	8		39		1.67		1.67
	9		42		1.67		1.67
	10		45		1.67		1.67
	11		51		5		5
	12		52		5		5
	13		133		3480		3480
;
param nconstraints := 63;
param :			 coef		 xcoef :=
	1		-1		1
	2		1		19
	3		1		37
	4		1		55
	5		1		73
	6		1		91
	7		1		109
	8		1		127
	9		1		145
	10		-1		2
	11		1		20
	12		1		38
	13		1		56
	14		1		74
	15		1		92
	16		1		110
	17		1		128
	18		1		146
	19		-1		3
	20		1		21
	21		1		39
	22		1		57
	23		1		75
	24		1		93
	25		1		111
	26		1		129
	27		1		147
	28		-1		4
	29		1		22
	30		1		40
	31		1		58
	32		1		76
	33		1		94
	34		1		112
	35		1		130
	36		1		148
	37		-1		5
	38		1		23
	39		1		41
	40		1		59
	41		1		77
	42		1		95
	43		1		113
	44		1		131
	45		1		149
	46		-1		6
	47		1		24
	48		1		42
	49		1		60
	50		1		78
	51		1		96
	52		1		114
	53		1		132
	54		1		150
	55		-1		7
	56		1		25
	57		1		43
	58		1		61
	59		1		79
	60		1		97
	61		1		115
	62		1		133
	63		1		151
	64		-1		8
	65		1		26
	66		1		44
	67		1		62
	68		1		80
	69		1		98
	70		1		116
	71		1		134
	72		1		152
	73		-1		9
	74		1		27
	75		1		45
	76		1		63
	77		1		81
	78		1		99
	79		1		117
	80		1		135
	81		1		153
	82		-1		10
	83		1		28
	84		1		46
	85		1		64
	86		1		82
	87		1		100
	88		1		118
	89		1		136
	90		1		154
	91		-1		11
	92		1		29
	93		1		47
	94		1		65
	95		1		83
	96		1		101
	97		1		119
	98		1		137
	99		1		155
	100		-1		12
	101		1		30
	102		1		48
	103		1		66
	104		1		84
	105		1		102
	106		1		120
	107		1		138
	108		1		156
	109		-1		13
	110		1		31
	111		1		49
	112		1		67
	113		1		85
	114		1		103
	115		1		121
	116		1		139
	117		1		157
	118		-1		14
	119		1		32
	120		1		50
	121		1		68
	122		1		86
	123		1		104
	124		1		122
	125		1		140
	126		1		158
	127		-1		15
	128		1		33
	129		1		51
	130		1		69
	131		1		87
	132		1		105
	133		1		123
	134		1		141
	135		1		159
	136		-1		16
	137		1		34
	138		1		52
	139		1		70
	140		1		88
	141		1		106
	142		1		124
	143		1		142
	144		1		160
	145		-1		17
	146		1		35
	147		1		53
	148		1		71
	149		1		89
	150		1		107
	151		1		125
	152		1		143
	153		1		161
	154		-1		18
	155		1		36
	156		1		54
	157		1		72
	158		1		90
	159		1		108
	160		1		126
	161		1		144
	162		1		162
	163		-1		1
	164		1		2
	165		1		6
